, ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,,
,,,ID SP,DESCRIPTION,FUEL,CD GZ,MPAN,METER CATEGORY,ETFV DT,RATE CD,RATE,SC DESCRIPTION,SC EX VAT,SC INC VAT,Change,UR1 DESCRIPTION,UR 1 EX VAT,UR 1 INC VAT,UR2 DESCRIPTION,UR 2 EX VAT,UR 2 INC VAT,UR3 DESCRIPTION,UR 3 EX VAT,UR 3 INC VAT,UR4 DESCRIPTION,UR 4 EX VAT,UR 4 INC VAT,,RATE TYPE
1,3 Rate (Heating)_D,3 Rate (Heating)_D1,,3 Rate (Heating),Electric,_D,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.2907,0.3052,Off peak ,0.2067,0.217,Heating,0.2204,0.2314,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_E,3 Rate (Heating)_E1,,3 Rate (Heating),Electric,_E,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2657,0.279,Off peak ,0.2007,0.2107,Heating,0.2105,0.221,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_F,3 Rate (Heating)_F1,,3 Rate (Heating),Electric,_F,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2584,0.2713,Off peak ,0.1955,0.2053,Heating,0.2044,0.2146,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_G,3 Rate (Heating)_G1,,3 Rate (Heating),Electric,_G,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.4928,0.5174,,Peak,0.2897,0.3042,Off peak ,0.2006,0.2106,Heating,0.2163,0.2271,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_P,3 Rate (Heating)_P1,,3 Rate (Heating),Electric,_P,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2867,0.301,Off peak ,0.2045,0.2147,Heating,0.2165,0.2273,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_N,3 Rate (Heating)_N1,,3 Rate (Heating),Electric,_N,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.2823,0.2964,Off peak ,0.1963,0.2061,Heating,0.2061,0.2164,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_J,3 Rate (Heating)_J1,,3 Rate (Heating),Electric,_J,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.5538,0.5815,,Peak,0.2924,0.307,Off peak ,0.2065,0.2168,Heating,0.2172,0.2281,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_H,3 Rate (Heating)_H1,,3 Rate (Heating),Electric,_H,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.2879,0.3023,Off peak ,0.2034,0.2136,Heating,0.2116,0.2222,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_K,3 Rate (Heating)_K1,,3 Rate (Heating),Electric,_K,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6053,0.6356,,Peak,0.2815,0.2956,Off peak ,0.202,0.2121,Heating,0.213,0.2237,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_L,3 Rate (Heating)_L1,,3 Rate (Heating),Electric,_L,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6534,0.6861,,Peak,0.2801,0.2941,Off peak ,0.2001,0.2101,Heating,0.2091,0.2196,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_M,3 Rate (Heating)_M1,,3 Rate (Heating),Electric,_M,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6484,0.6808,,Peak,0.2556,0.2684,Off peak ,0.2012,0.2113,Heating,0.2097,0.2202,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_A","3 Rate (E&W, Heating)_A1",,"3 Rate (E&W, Heating)",Electric,_A,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4876,0.512,,Peak,0.3242,0.3404,E&W,0.2201,0.2311,Heating,0.1995,0.2095,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_B","3 Rate (E&W, Heating)_B1",,"3 Rate (E&W, Heating)",Electric,_B,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.299,0.314,E&W,0.2105,0.221,Heating,0.1921,0.2017,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_C","3 Rate (E&W, Heating)_C1",,"3 Rate (E&W, Heating)",Electric,_C,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.3946,0.4143,,Peak,0.3119,0.3275,E&W,0.2262,0.2375,Heating,0.2082,0.2186,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_D","3 Rate (E&W, Heating)_D1",,"3 Rate (E&W, Heating)",Electric,_D,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.32,0.336,E&W,0.2249,0.2361,Heating,0.2022,0.2123,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_E","3 Rate (E&W, Heating)_E1",,"3 Rate (E&W, Heating)",Electric,_E,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2932,0.3079,E&W,0.2124,0.223,Heating,0.1953,0.2051,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_F","3 Rate (E&W, Heating)_F1",,"3 Rate (E&W, Heating)",Electric,_F,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2841,0.2983,E&W,0.2061,0.2164,Heating,0.1903,0.1998,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_G","3 Rate (E&W, Heating)_G1",,"3 Rate (E&W, Heating)",Electric,_G,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4928,0.5174,,Peak,0.3255,0.3418,E&W,0.215,0.2258,Heating,0.1968,0.2066,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_P","3 Rate (E&W, Heating)_P1",,"3 Rate (E&W, Heating)",Electric,_P,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.3138,0.3295,E&W,0.2272,0.2386,Heating,0.1976,0.2075,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_N","3 Rate (E&W, Heating)_N1",,"3 Rate (E&W, Heating)",Electric,_N,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.3044,0.3196,E&W,0.2093,0.2198,Heating,0.1926,0.2022,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_J","3 Rate (E&W, Heating)_J1",,"3 Rate (E&W, Heating)",Electric,_J,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5538,0.5815,,Peak,0.3306,0.3471,E&W,0.2173,0.2282,Heating,0.198,0.2079,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_H","3 Rate (E&W, Heating)_H1",,"3 Rate (E&W, Heating)",Electric,_H,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.3088,0.3242,E&W,0.2147,0.2254,Heating,0.1992,0.2092,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_K","3 Rate (E&W, Heating)_K1",,"3 Rate (E&W, Heating)",Electric,_K,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.6053,0.6356,,Peak,0.3135,0.3292,E&W,0.2162,0.227,Heating,0.1951,0.2049,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_L","3 Rate (E&W, Heating)_L1",,"3 Rate (E&W, Heating)",Electric,_L,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.6534,0.6861,,Peak,0.3143,0.33,E&W,0.2121,0.2227,Heating,0.1911,0.2007,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_M","3 Rate (E&W, Heating)_M1",,"3 Rate (E&W, Heating)",Electric,_M,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.6484,0.6808,,Peak,0.2776,0.2915,E&W,0.2118,0.2224,Heating,0.1971,0.207,,,,,Live Run SVT Direct Debit 
1,4 Rate_A,4 Rate_A1,,4 Rate,Electric,_A,,4 Rate,,,Direct Debit,Standing Charge,0.4876,0.512,,Peak,0.3351,0.3519,Off peak ,0.1915,0.2011,E&W,0.24,0.252,Heating,0.1941,0.2038,,Live Run SVT Direct Debit 
1,4 Rate_B,4 Rate_B1,,4 Rate,Electric,_B,,4 Rate,,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.2989,0.3138,Off peak ,0.1857,0.195,E&W,0.2304,0.2419,Heating,0.1911,0.2007,,Live Run SVT Direct Debit 
1,4 Rate_C,4 Rate_C1,,4 Rate,Electric,_C,,4 Rate,,,Direct Debit,Standing Charge,0.3946,0.4143,,Peak,0.3242,0.3404,Off peak ,0.1952,0.205,E&W,0.2441,0.2563,Heating,0.2051,0.2154,,Live Run SVT Direct Debit 
1,4 Rate_D,4 Rate_D1,,4 Rate,Electric,_D,,4 Rate,,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.3264,0.3427,Off peak ,0.1942,0.2039,E&W,0.2458,0.2581,Heating,0.1985,0.2084,,Live Run SVT Direct Debit 
1,4 Rate_E,4 Rate_E1,,4 Rate,Electric,_E,,4 Rate,,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2902,0.3047,Off peak ,0.191,0.2006,E&W,0.2308,0.2423,Heating,0.195,0.2048,,Live Run SVT Direct Debit 
1,4 Rate_F,4 Rate_F1,,4 Rate,Electric,_F,,4 Rate,,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2818,0.2959,Off peak ,0.186,0.1953,E&W,0.2274,0.2388,Heating,0.1878,0.1972,,Live Run SVT Direct Debit 
1,4 Rate_G,4 Rate_G1,,4 Rate,Electric,_G,,4 Rate,,,Direct Debit,Standing Charge,0.4928,0.5174,,Peak,0.3156,0.3314,Off peak ,0.1914,0.201,E&W,0.2412,0.2533,Heating,0.1986,0.2085,,Live Run SVT Direct Debit 
1,4 Rate_P,4 Rate_P1,,4 Rate,Electric,_P,,4 Rate,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.3054,0.3207,Off peak ,0.1965,0.2063,E&W,0.2495,0.262,Heating,0.1973,0.2072,,Live Run SVT Direct Debit 
1,4 Rate_N,4 Rate_N1,,4 Rate,Electric,_N,,4 Rate,,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.2929,0.3075,Off peak ,0.1879,0.1973,E&W,0.2382,0.2501,Heating,0.1925,0.2021,,Live Run SVT Direct Debit 
1,4 Rate_J,4 Rate_J1,,4 Rate,Electric,_J,,4 Rate,,,Direct Debit,Standing Charge,0.5538,0.5815,,Peak,0.3689,0.3873,Off peak ,0.2577,0.2706,E&W,0.2147,0.2254,Heating,0.1463,0.1536,,Live Run SVT Direct Debit 
1,4 Rate_H,4 Rate_H1,,4 Rate,Electric,_H,,4 Rate,,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.3076,0.323,Off peak ,0.1919,0.2015,E&W,0.2416,0.2537,Heating,0.1957,0.2055,,Live Run SVT Direct Debit 
1,4 Rate_K,4 Rate_K1,,4 Rate,Electric,_K,,4 Rate,,,Direct Debit,Standing Charge,0.6053,0.6356,,Peak,0.305,0.3203,Off peak ,0.1901,0.1996,E&W,0.2416,0.2537,Heating,0.1957,0.2055,,Live Run SVT Direct Debit 
1,4 Rate_L,4 Rate_L1,,4 Rate,Electric,_L,,4 Rate,,,Direct Debit,Standing Charge,0.6534,0.6861,,Peak,0.3055,0.3208,Off peak ,0.1894,0.1989,E&W,0.2327,0.2443,Heating,0.1927,0.2023,,Live Run SVT Direct Debit 
1,4 Rate_M,4 Rate_M1,,4 Rate,Electric,_M,,4 Rate,,,Direct Debit,Standing Charge,0.6484,0.6808,,Peak,0.279,0.293,Off peak ,0.1911,0.2007,E&W,0.2307,0.2422,Heating,0.1941,0.2038,,Live Run SVT Direct Debit 
1,Economy & Heating Load_P,Economy & Heating Load_P1,,Economy & Heating Load,Electric,_P,,Economy & Heating Load,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2877,0.3021,Off peak ,0.2015,0.2116,Heating,0.2461,0.2584,,,,,Live Run SVT Direct Debit 
1,Heatwise 2 Rate_B,Heatwise 2 Rate_B1,,Heatwise 2 Rate,Electric,_B,,Heatwise 2 Rate,,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.2481,0.2605,Off peak ,0.1864,0.1957,,,,,,,,Live Run SVT Direct Debit 
1,Heatwise 3 Rate_B,Heatwise 3 Rate_B1,,Heatwise 3 Rate,Electric,_B,,Heatwise 3 Rate,,,Direct Debit,Standing Charge,0.5389,0.5658,,Anytime,0.2506,0.2631,Peak,0.2576,0.2705,Off peak ,0.1951,0.2049,,,,,Live Run SVT Direct Debit 
1,Region Specific_P,Region Specific_P1,,Region Specific,Electric,_P,,Region Specific,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2642,0.2774,Off peak ,0.1887,0.1981,,,,,,,,
2,Standard_A,Standard_A2,,Standard,Gas,_A,,Standard,,,Direct Debit,Standing Charge,0.2992,0.3142,,Anytime,0.0596,0.0626,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_B,Standard_B2,,Standard,Gas,_B,,Standard,,,Direct Debit,Standing Charge,0.2997,0.3147,,Anytime,0.0589,0.0618,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_C,Standard_C2,,Standard,Gas,_C,,Standard,,,Direct Debit,Standing Charge,0.3046,0.3198,,Anytime,0.061,0.0641,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_D,Standard_D2,,Standard,Gas,_D,,Standard,,,Direct Debit,Standing Charge,0.3038,0.319,,Anytime,0.06,0.063,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_E,Standard_E2,,Standard,Gas,_E,,Standard,,,Direct Debit,Standing Charge,0.3015,0.3166,,Anytime,0.0599,0.0629,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_F,Standard_F2,,Standard,Gas,_F,,Standard,,,Direct Debit,Standing Charge,0.3021,0.3172,,Anytime,0.0602,0.0632,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_G,Standard_G2,,Standard,Gas,_G,,Standard,,,Direct Debit,Standing Charge,0.3024,0.3175,,Anytime,0.0595,0.0625,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_P,Standard_P2,,Standard,Gas,_P,,Standard,,,Direct Debit,Standing Charge,0.3023,0.3174,,Anytime,0.0595,0.0625,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_N,Standard_N2,,Standard,Gas,_N,,Standard,,,Direct Debit,Standing Charge,0.3027,0.3178,,Anytime,0.0595,0.0625,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_J,Standard_J2,,Standard,Gas,_J,,Standard,,,Direct Debit,Standing Charge,0.2989,0.3138,,Anytime,0.0596,0.0626,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_H,Standard_H2,,Standard,Gas,_H,,Standard,,,Direct Debit,Standing Charge,0.298,0.3129,,Anytime,0.0611,0.0642,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_K,Standard_K2,,Standard,Gas,_K,,Standard,,,Direct Debit,Standing Charge,0.303,0.3182,,Anytime,0.0623,0.0654,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_L,Standard_L2,,Standard,Gas,_L,,Standard,,,Direct Debit,Standing Charge,0.2989,0.3138,,Anytime,0.063,0.0662,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_M,Standard_M2,,Standard,Gas,_M,,Standard,,,Direct Debit,Standing Charge,0.302,0.3171,,Anytime,0.0601,0.0631,,,,,,,,,,,Live Run SVT Direct Debit 
3,Standard_A,Standard_A3,,Standard,Electric,_A,,Standard,,,On Demand,Standing Charge,0.54,0.567,,Anytime,0.2563,0.2691,,,,,,,,,,,Live Run SVT On Demand
3,Standard_B,Standard_B3,,Standard,Electric,_B,,Standard,,,On Demand,Standing Charge,0.599,0.629,,Anytime,0.2417,0.2538,,,,,,,,,,,Live Run SVT On Demand
3,Standard_C,Standard_C3,,Standard,Electric,_C,,Standard,,,On Demand,Standing Charge,0.4399,0.4619,,Anytime,0.2612,0.2743,,,,,,,,,,,Live Run SVT On Demand
3,Standard_D,Standard_D3,,Standard,Electric,_D,,Standard,,,On Demand,Standing Charge,0.7045,0.7397,,Anytime,0.2582,0.2711,,,,,,,,,,,Live Run SVT On Demand
3,Standard_E,Standard_E3,,Standard,Electric,_E,,Standard,,,On Demand,Standing Charge,0.6647,0.6979,,Anytime,0.2424,0.2545,,,,,,,,,,,Live Run SVT On Demand
3,Standard_F,Standard_F3,,Standard,Electric,_F,,Standard,,,On Demand,Standing Charge,0.7499,0.7874,,Anytime,0.2356,0.2474,,,,,,,,,,,Live Run SVT On Demand
3,Standard_G,Standard_G3,,Standard,Electric,_G,,Standard,,,On Demand,Standing Charge,0.548,0.5754,,Anytime,0.2541,0.2668,,,,,,,,,,,Live Run SVT On Demand
3,Standard_P,Standard_P3,,Standard,Electric,_P,,Standard,,,On Demand,Standing Charge,0.6475,0.6799,,Anytime,0.2534,0.2661,,,,,,,,,,,Live Run SVT On Demand
3,Standard_N,Standard_N3,,Standard,Electric,_N,,Standard,,,On Demand,Standing Charge,0.6681,0.7015,,Anytime,0.2437,0.2559,,,,,,,,,,,Live Run SVT On Demand
3,Standard_J,Standard_J3,,Standard,Electric,_J,,Standard,,,On Demand,Standing Charge,0.6105,0.641,,Anytime,0.2565,0.2693,,,,,,,,,,,Live Run SVT On Demand
3,Standard_H,Standard_H3,,Standard,Electric,_H,,Standard,,,On Demand,Standing Charge,0.6752,0.709,,Anytime,0.2503,0.2628,,,,,,,,,,,Live Run SVT On Demand
3,Standard_K,Standard_K3,,Standard,Electric,_K,,Standard,,,On Demand,Standing Charge,0.6683,0.7017,,Anytime,0.2491,0.2616,,,,,,,,,,,Live Run SVT On Demand
3,Standard_L,Standard_L3,,Standard,Electric,_L,,Standard,,,On Demand,Standing Charge,0.7128,0.7484,,Anytime,0.2458,0.2581,,,,,,,,,,,Live Run SVT On Demand
3,Standard_M,Standard_M3,,Standard,Electric,_M,,Standard,,,On Demand,Standing Charge,0.7116,0.7472,,Anytime,0.2392,0.2512,,,,,,,,,,,Live Run SVT On Demand
2,Economy 7_A,Economy 7_A2,,Economy 7,Electric,_A,,Economy 7,,,On Demand,Standing Charge,0.5397,0.5667,,Peak,0.2876,0.302,Off peak ,0.1849,0.1941,,,,,,,,Live Run SVT On Demand
2,Economy 7_B,Economy 7_B2,,Economy 7,Electric,_B,,Economy 7,,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.2708,0.2843,Off peak ,0.1781,0.187,,,,,,,,Live Run SVT On Demand
2,Economy 7_C,Economy 7_C2,,Economy 7,Electric,_C,,Economy 7,,,On Demand,Standing Charge,0.4399,0.4619,,Peak,0.2837,0.2979,Off peak ,0.1986,0.2085,,,,,,,,Live Run SVT On Demand
2,Economy 7_D,Economy 7_D2,,Economy 7,Electric,_D,,Economy 7,,,On Demand,Standing Charge,0.704,0.7392,,Peak,0.289,0.3035,Off peak ,0.1868,0.1961,,,,,,,,Live Run SVT On Demand
2,Economy 7_E,Economy 7_E2,,Economy 7,Electric,_E,,Economy 7,,,On Demand,Standing Charge,0.6642,0.6974,,Peak,0.268,0.2814,Off peak ,0.1842,0.1934,,,,,,,,Live Run SVT On Demand
2,Economy 7_F,Economy 7_F2,,Economy 7,Electric,_F,,Economy 7,,,On Demand,Standing Charge,0.7492,0.7867,,Peak,0.2606,0.2736,Off peak ,0.1789,0.1878,,,,,,,,Live Run SVT On Demand
2,Economy 7_G,Economy 7_G2,,Economy 7,Electric,_G,,Economy 7,,,On Demand,Standing Charge,0.5477,0.5751,,Peak,0.2872,0.3016,Off peak ,0.1798,0.1888,,,,,,,,Live Run SVT On Demand
2,Economy 7_P,Economy 7_P2,,Economy 7,Electric,_P,,Economy 7,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.2844,0.2986,Off peak ,0.1842,0.1934,,,,,,,,Live Run SVT On Demand
2,Economy 7_N,Economy 7_N2,,Economy 7,Electric,_N,,Economy 7,,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.2725,0.2861,Off peak ,0.179,0.188,,,,,,,,Live Run SVT On Demand
2,Economy 7_J,Economy 7_J2,,Economy 7,Electric,_J,,Economy 7,,,On Demand,Standing Charge,0.6101,0.6406,,Peak,0.2878,0.3022,Off peak ,0.1847,0.1939,,,,,,,,Live Run SVT On Demand
2,Economy 7_H,Economy 7_H2,,Economy 7,Electric,_H,,Economy 7,,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.2779,0.2918,Off peak ,0.1863,0.1956,,,,,,,,Live Run SVT On Demand
2,Economy 7_K,Economy 7_K2,,Economy 7,Electric,_K,,Economy 7,,,On Demand,Standing Charge,0.6678,0.7012,,Peak,0.2794,0.2934,Off peak ,0.1818,0.1909,,,,,,,,Live Run SVT On Demand
2,Economy 7_L,Economy 7_L2,,Economy 7,Electric,_L,,Economy 7,,,On Demand,Standing Charge,0.7122,0.7478,,Peak,0.2762,0.29,Off peak ,0.1789,0.1878,,,,,,,,Live Run SVT On Demand
2,Economy 7_M,Economy 7_M2,,Economy 7,Electric,_M,,Economy 7,,,On Demand,Standing Charge,0.711,0.7466,,Peak,0.2609,0.2739,Off peak ,0.1873,0.1967,,,,,,,,Live Run SVT On Demand
2,Economy 10_A,Economy 10_A2,,Economy 10,Electric,_A,,Economy 10,,,On Demand,Standing Charge,0.5397,0.5667,,Peak,0.2758,0.2896,Off peak ,0.2131,0.2238,,,,,,,,Live Run SVT On Demand
2,Economy 10_B,Economy 10_B2,,Economy 10,Electric,_B,,Economy 10,,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.2595,0.2725,Off peak ,0.2043,0.2145,,,,,,,,Live Run SVT On Demand
2,Economy 10_C,Economy 10_C2,,Economy 10,Electric,_C,,Economy 10,,,On Demand,Standing Charge,0.4399,0.4619,,Peak,0.2723,0.2859,Off peak ,0.2236,0.2348,,,,,,,,Live Run SVT On Demand
2,Economy 10_D,Economy 10_D2,,Economy 10,Electric,_D,,Economy 10,,,On Demand,Standing Charge,0.704,0.7392,,Peak,0.2768,0.2906,Off peak ,0.2154,0.2262,,,,,,,,Live Run SVT On Demand
2,Economy 10_E,Economy 10_E2,,Economy 10,Electric,_E,,Economy 10,,,On Demand,Standing Charge,0.6642,0.6974,,Peak,0.2584,0.2713,Off peak ,0.2072,0.2176,,,,,,,,Live Run SVT On Demand
2,Economy 10_F,Economy 10_F2,,Economy 10,Electric,_F,,Economy 10,,,On Demand,Standing Charge,0.7492,0.7867,,Peak,0.2512,0.2638,Off peak ,0.2014,0.2115,,,,,,,,Live Run SVT On Demand
2,Economy 10_G,Economy 10_G2,,Economy 10,Electric,_G,,Economy 10,,,On Demand,Standing Charge,0.5477,0.5751,,Peak,0.2735,0.2872,Off peak ,0.2106,0.2211,,,,,,,,Live Run SVT On Demand
2,Economy 10_P,Economy 10_P2,,Economy 10,Electric,_P,,Economy 10,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.2726,0.2862,Off peak ,0.212,0.2226,,,,,,,,Live Run SVT On Demand
2,Economy 10_N,Economy 10_N2,,Economy 10,Electric,_N,,Economy 10,,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.2624,0.2755,Off peak ,0.2041,0.2143,,,,,,,,Live Run SVT On Demand
2,Economy 10_J,Economy 10_J2,,Economy 10,Electric,_J,,Economy 10,,,On Demand,Standing Charge,0.6101,0.6406,,Peak,0.2783,0.2922,Off peak ,0.2107,0.2212,,,,,,,,Live Run SVT On Demand
2,Economy 10_H,Economy 10_H2,,Economy 10,Electric,_H,,Economy 10,,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.2698,0.2833,Off peak ,0.209,0.2195,,,,,,,,Live Run SVT On Demand
2,Economy 10_K,Economy 10_K2,,Economy 10,Electric,_K,,Economy 10,,,On Demand,Standing Charge,0.6678,0.7012,,Peak,0.2726,0.2862,Off peak ,0.2042,0.2144,,,,,,,,Live Run SVT On Demand
2,Economy 10_L,Economy 10_L2,,Economy 10,Electric,_L,,Economy 10,,,On Demand,Standing Charge,0.7122,0.7478,,Peak,0.2726,0.2862,Off peak ,0.1981,0.208,,,,,,,,Live Run SVT On Demand
2,Economy 10_M,Economy 10_M2,,Economy 10,Electric,_M,,Economy 10,,,On Demand,Standing Charge,0.711,0.7466,,Peak,0.2515,0.2641,Off peak ,0.2085,0.2189,,,,,,,,Live Run SVT On Demand
2,Domestic Economy_P,Domestic Economy_P2,,Domestic Economy,Electric,_P,,Domestic Economy,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.2849,0.2991,Off peak ,0.1835,0.1927,,,,,,,,Live Run SVT On Demand
2,Domestic Economy_N,Domestic Economy_N2,,Domestic Economy,Electric,_N,,Domestic Economy,,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.2731,0.2868,Off peak ,0.1782,0.1871,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_A,Smart Economy 9_A2,,Smart Economy 9,Electric,_A,,Smart Economy 9,,,On Demand,Standing Charge,0.5397,0.5667,,Peak,0.2883,0.3027,Off peak ,0.214,0.2247,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_B,Smart Economy 9_B2,,Smart Economy 9,Electric,_B,,Smart Economy 9,,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.2684,0.2818,Off peak ,0.2065,0.2168,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_C,Smart Economy 9_C2,,Smart Economy 9,Electric,_C,,Smart Economy 9,,,On Demand,Standing Charge,0.4399,0.4619,,Peak,0.2747,0.2884,Off peak ,0.2294,0.2409,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_D,Smart Economy 9_D2,,Smart Economy 9,Electric,_D,,Smart Economy 9,,,On Demand,Standing Charge,0.704,0.7392,,Peak,0.2855,0.2998,Off peak ,0.2187,0.2296,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_E,Smart Economy 9_E2,,Smart Economy 9,Electric,_E,,Smart Economy 9,,,On Demand,Standing Charge,0.6642,0.6974,,Peak,0.2671,0.2805,Off peak ,0.209,0.2195,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_F,Smart Economy 9_F2,,Smart Economy 9,Electric,_F,,Smart Economy 9,,,On Demand,Standing Charge,0.7492,0.7867,,Peak,0.2598,0.2728,Off peak ,0.203,0.2132,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_G,Smart Economy 9_G2,,Smart Economy 9,Electric,_G,,Smart Economy 9,,,On Demand,Standing Charge,0.5477,0.5751,,Peak,0.2864,0.3007,Off peak ,0.2113,0.2219,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_P,Smart Economy 9_P2,,Smart Economy 9,Electric,_P,,Smart Economy 9,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.2832,0.2974,Off peak ,0.2139,0.2246,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_N,Smart Economy 9_N2,,Smart Economy 9,Electric,_N,,Smart Economy 9,,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.2707,0.2842,Off peak ,0.2072,0.2176,,,,,,,,Live Run SVT On Demand
