, ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,,
,,,ID SP,DESCRIPTION,FUEL,CD GZ,MPAN,METER CATEGORY,ETFV DT,RATE CD,RATE,SC DESCRIPTION,SC EX VAT,SC INC VAT,Change,UR1 DESCRIPTION,UR 1 EX VAT,UR 1 INC VAT,UR2 DESCRIPTION,UR 2 EX VAT,UR 2 INC VAT,UR3 DESCRIPTION,UR 3 EX VAT,UR 3 INC VAT,UR4 DESCRIPTION,UR 4 EX VAT,UR 4 INC VAT,,RATE TYPE
2,Smart Economy 9_J,Smart Economy 9_J2,,Smart Economy 9,Electric,_J,,Smart Economy 9,,,On Demand,Standing Charge,0.6101,0.6406,,Peak,0.2928,0.3074,Off peak ,0.211,0.2216,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_H,Smart Economy 9_H2,,Smart Economy 9,Electric,_H,,Smart Economy 9,,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.2783,0.2922,Off peak ,0.2124,0.223,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_K,Smart Economy 9_K2,,Smart Economy 9,Electric,_K,,Smart Economy 9,,,On Demand,Standing Charge,0.6678,0.7012,,Peak,0.2803,0.2943,Off peak ,0.2093,0.2198,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_L,Smart Economy 9_L2,,Smart Economy 9,Electric,_L,,Smart Economy 9,,,On Demand,Standing Charge,0.7122,0.7478,,Peak,0.281,0.2951,Off peak ,0.2036,0.2138,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_M,Smart Economy 9_M2,,Smart Economy 9,Electric,_M,,Smart Economy 9,,,On Demand,Standing Charge,0.711,0.7466,,Peak,0.258,0.2709,Off peak ,0.2105,0.221,,,,,,,,Live Run SVT On Demand
2,2 Rate_A,2 Rate_A2,,2 Rate,Electric,_A,,2 Rate,,,On Demand,Standing Charge,0.5397,0.5667,,Peak,0.2822,0.2963,Off peak ,0.1983,0.2082,,,,,,,,Live Run SVT On Demand
2,2 Rate_B,2 Rate_B2,,2 Rate,Electric,_B,,2 Rate,,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.265,0.2783,Off peak ,0.1914,0.201,,,,,,,,Live Run SVT On Demand
2,2 Rate_C,2 Rate_C2,,2 Rate,Electric,_C,,2 Rate,,,On Demand,Standing Charge,0.4399,0.4619,,Peak,0.2783,0.2922,Off peak ,0.2109,0.2214,,,,,,,,Live Run SVT On Demand
2,2 Rate_D,2 Rate_D2,,2 Rate,Electric,_D,,2 Rate,,,On Demand,Standing Charge,0.704,0.7392,,Peak,0.283,0.2972,Off peak ,0.201,0.2111,,,,,,,,Live Run SVT On Demand
2,2 Rate_E,2 Rate_E2,,2 Rate,Electric,_E,,2 Rate,,,On Demand,Standing Charge,0.6642,0.6974,,Peak,0.2623,0.2754,Off peak ,0.1967,0.2065,,,,,,,,Live Run SVT On Demand
2,2 Rate_F,2 Rate_F2,,2 Rate,Electric,_F,,2 Rate,,,On Demand,Standing Charge,0.7492,0.7867,,Peak,0.2548,0.2675,Off peak ,0.1914,0.201,,,,,,,,Live Run SVT On Demand
2,2 Rate_G,2 Rate_G2,,2 Rate,Electric,_G,,2 Rate,,,On Demand,Standing Charge,0.5477,0.5751,,Peak,0.2818,0.2959,Off peak ,0.1935,0.2032,,,,,,,,Live Run SVT On Demand
2,2 Rate_P,2 Rate_P2,,2 Rate,Electric,_P,,2 Rate,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.278,0.2919,Off peak ,0.1987,0.2086,,,,,,,,Live Run SVT On Demand
2,2 Rate_N,2 Rate_N2,,2 Rate,Electric,_N,,2 Rate,,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.2664,0.2797,Off peak ,0.1927,0.2023,,,,,,,,Live Run SVT On Demand
2,2 Rate_J,2 Rate_J2,,2 Rate,Electric,_J,,2 Rate,,,On Demand,Standing Charge,0.6101,0.6406,,Peak,0.283,0.2972,Off peak ,0.1975,0.2074,,,,,,,,Live Run SVT On Demand
2,2 Rate_H,2 Rate_H2,,2 Rate,Electric,_H,,2 Rate,,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.2727,0.2863,Off peak ,0.1987,0.2086,,,,,,,,Live Run SVT On Demand
2,2 Rate_K,2 Rate_K2,,2 Rate,Electric,_K,,2 Rate,,,On Demand,Standing Charge,0.6678,0.7012,,Peak,0.2751,0.2889,Off peak ,0.1936,0.2033,,,,,,,,Live Run SVT On Demand
2,2 Rate_L,2 Rate_L2,,2 Rate,Electric,_L,,2 Rate,,,On Demand,Standing Charge,0.7122,0.7478,,Peak,0.2711,0.2847,Off peak ,0.1916,0.2012,,,,,,,,Live Run SVT On Demand
2,2 Rate_M,2 Rate_M2,,2 Rate,Electric,_M,,2 Rate,,,On Demand,Standing Charge,0.711,0.7466,,Peak,0.2549,0.2676,Off peak ,0.1995,0.2095,,,,,,,,Live Run SVT On Demand
2,THTC_P,THTC_P2,,THTC,Electric,_P,,THTC,,,On Demand,Standing Charge,0.647,0.6794,,Anytime,0.2794,0.2934,Heating,0.2264,0.2377,,,,,,,,Live Run SVT On Demand
2,Flex Rate_A,Flex Rate_A2,,Flex Rate,Electric,_A,,Flex Rate,,,On Demand,Standing Charge,0.5397,0.5667,,Anytime,0.269,0.2825,Heating,0.2145,0.2252,,,,,,,,Live Run SVT On Demand
2,Flex Rate_B,Flex Rate_B2,,Flex Rate,Electric,_B,,Flex Rate,,,On Demand,Standing Charge,0.5985,0.6284,,Anytime,0.253,0.2657,Heating,0.2061,0.2164,,,,,,,,Live Run SVT On Demand
2,Flex Rate_C,Flex Rate_C2,,Flex Rate,Electric,_C,,Flex Rate,,,On Demand,Standing Charge,0.4399,0.4619,,Anytime,0.2664,0.2797,Heating,0.2255,0.2368,,,,,,,,Live Run SVT On Demand
2,Flex Rate_D,Flex Rate_D2,,Flex Rate,Electric,_D,,Flex Rate,,,On Demand,Standing Charge,0.704,0.7392,,Anytime,0.2702,0.2837,Heating,0.2166,0.2274,,,,,,,,Live Run SVT On Demand
2,Flex Rate_E,Flex Rate_E2,,Flex Rate,Electric,_E,,Flex Rate,,,On Demand,Standing Charge,0.6642,0.6974,,Anytime,0.2521,0.2647,Heating,0.2092,0.2197,,,,,,,,Live Run SVT On Demand
2,Flex Rate_F,Flex Rate_F2,,Flex Rate,Electric,_F,,Flex Rate,,,On Demand,Standing Charge,0.7492,0.7867,,Anytime,0.2452,0.2575,Heating,0.2032,0.2134,,,,,,,,Live Run SVT On Demand
2,Flex Rate_G,Flex Rate_G2,,Flex Rate,Electric,_G,,Flex Rate,,,On Demand,Standing Charge,0.5477,0.5751,,Anytime,0.2678,0.2812,Heating,0.2106,0.2211,,,,,,,,Live Run SVT On Demand
2,Flex Rate_P,Flex Rate_P2,,Flex Rate,Electric,_P,,Flex Rate,,,On Demand,Standing Charge,0.647,0.6794,,Anytime,0.266,0.2793,Heating,0.2133,0.224,,,,,,,,Live Run SVT On Demand
2,Flex Rate_N,Flex Rate_N2,,Flex Rate,Electric,_N,,Flex Rate,,,On Demand,Standing Charge,0.6676,0.701,,Anytime,0.2552,0.268,Heating,0.2064,0.2167,,,,,,,,Live Run SVT On Demand
2,Flex Rate_J,Flex Rate_J2,,Flex Rate,Electric,_J,,Flex Rate,,,On Demand,Standing Charge,0.6101,0.6406,,Anytime,0.2707,0.2842,Heating,0.2125,0.2231,,,,,,,,Live Run SVT On Demand
2,Flex Rate_H,Flex Rate_H2,,Flex Rate,Electric,_H,,Flex Rate,,,On Demand,Standing Charge,0.6747,0.7084,,Anytime,0.2616,0.2747,Heating,0.2123,0.2229,,,,,,,,Live Run SVT On Demand
2,Flex Rate_K,Flex Rate_K2,,Flex Rate,Electric,_K,,Flex Rate,,,On Demand,Standing Charge,0.6678,0.7012,,Anytime,0.2625,0.2756,Heating,0.209,0.2195,,,,,,,,Live Run SVT On Demand
2,Flex Rate_L,Flex Rate_L2,,Flex Rate,Electric,_L,,Flex Rate,,,On Demand,Standing Charge,0.7122,0.7478,,Anytime,0.2598,0.2728,Heating,0.2054,0.2157,,,,,,,,Live Run SVT On Demand
2,Flex Rate_M,Flex Rate_M2,,Flex Rate,Electric,_M,,Flex Rate,,,On Demand,Standing Charge,0.711,0.7466,,Anytime,0.2463,0.2586,Heating,0.2101,0.2206,,,,,,,,Live Run SVT On Demand
2,2 Rate (Heating)_P,2 Rate (Heating)_P2,,2 Rate (Heating),Electric,_P,,2 Rate (Heating),,,On Demand,Standing Charge,0.647,0.6794,,Anytime,0.26,0.273,Heating,0.2207,0.2317,,,,,,,,Live Run SVT On Demand
2,2 Rate (Heating)_N,2 Rate (Heating)_N2,,2 Rate (Heating),Electric,_N,,2 Rate (Heating),,,On Demand,Standing Charge,0.6676,0.701,,Anytime,0.2478,0.2602,Heating,0.2155,0.2263,,,,,,,,Live Run SVT On Demand
2,2 Rate (Heating)_K,2 Rate (Heating)_K2,,2 Rate (Heating),Electric,_K,,2 Rate (Heating),,,On Demand,Standing Charge,0.6678,0.7012,,Anytime,0.2547,0.2674,Heating,0.2185,0.2294,,,,,,,,Live Run SVT On Demand
2,Superdeal_H,Superdeal_H2,,Superdeal,Electric,_H,,Superdeal,,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.2866,0.3009,Off peak ,0.2185,0.2294,Heating,0.2182,0.2291,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_A,3 Rate (Heating)_A2,,3 Rate (Heating),Electric,_A,,3 Rate (Heating),,,On Demand,Standing Charge,0.5397,0.5667,,Peak,0.305,0.3203,Off peak ,0.2161,0.2269,Heating,0.23,0.2415,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_B,3 Rate (Heating)_B2,,3 Rate (Heating),Electric,_B,,3 Rate (Heating),,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.2844,0.2986,Off peak ,0.2066,0.2169,Heating,0.2196,0.2306,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_C,3 Rate (Heating)_C2,,3 Rate (Heating),Electric,_C,,3 Rate (Heating),,,On Demand,Standing Charge,0.4399,0.4619,,Peak,0.2983,0.3132,Off peak ,0.222,0.2331,Heating,0.2368,0.2486,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_D,3 Rate (Heating)_D2,,3 Rate (Heating),Electric,_D,,3 Rate (Heating),,,On Demand,Standing Charge,0.704,0.7392,,Peak,0.3059,0.3212,Off peak ,0.2175,0.2284,Heating,0.232,0.2436,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_E,3 Rate (Heating)_E2,,3 Rate (Heating),Electric,_E,,3 Rate (Heating),,,On Demand,Standing Charge,0.6642,0.6974,,Peak,0.2796,0.2936,Off peak ,0.2112,0.2218,Heating,0.2215,0.2326,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_F,3 Rate (Heating)_F2,,3 Rate (Heating),Electric,_F,,3 Rate (Heating),,,On Demand,Standing Charge,0.7492,0.7867,,Peak,0.2721,0.2857,Off peak ,0.2058,0.2161,Heating,0.215,0.2258,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_G,3 Rate (Heating)_G2,,3 Rate (Heating),Electric,_G,,3 Rate (Heating),,,On Demand,Standing Charge,0.5477,0.5751,,Peak,0.3048,0.32,Off peak ,0.2113,0.2219,Heating,0.2276,0.239,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_P,3 Rate (Heating)_P2,,3 Rate (Heating),Electric,_P,,3 Rate (Heating),,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.3019,0.317,Off peak ,0.2152,0.226,Heating,0.2278,0.2392,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_N,3 Rate (Heating)_N2,,3 Rate (Heating),Electric,_N,,3 Rate (Heating),,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.2946,0.3093,Off peak ,0.2062,0.2165,Heating,0.218,0.2289,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_J,3 Rate (Heating)_J2,,3 Rate (Heating),Electric,_J,,3 Rate (Heating),,,On Demand,Standing Charge,0.6101,0.6406,,Peak,0.3079,0.3233,Off peak ,0.2173,0.2282,Heating,0.2285,0.2399,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_H,3 Rate (Heating)_H2,,3 Rate (Heating),Electric,_H,,3 Rate (Heating),,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.2973,0.3122,Off peak ,0.2139,0.2246,Heating,0.225,0.2363,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_K,3 Rate (Heating)_K2,,3 Rate (Heating),Electric,_K,,3 Rate (Heating),,,On Demand,Standing Charge,0.6678,0.7012,,Peak,0.2964,0.3112,Off peak ,0.2125,0.2231,Heating,0.2241,0.2353,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_L,3 Rate (Heating)_L2,,3 Rate (Heating),Electric,_L,,3 Rate (Heating),,,On Demand,Standing Charge,0.7122,0.7478,,Peak,0.2948,0.3095,Off peak ,0.2107,0.2212,Heating,0.22,0.231,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_M,3 Rate (Heating)_M2,,3 Rate (Heating),Electric,_M,,3 Rate (Heating),,,On Demand,Standing Charge,0.711,0.7466,,Peak,0.2691,0.2826,Off peak ,0.2116,0.2222,Heating,0.2207,0.2317,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_A","3 Rate (E&W, Heating)_A2",,"3 Rate (E&W, Heating)",Electric,_A,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5397,0.5667,,Peak,0.3411,0.3582,E&W,0.2316,0.2432,Heating,0.21,0.2205,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_B","3 Rate (E&W, Heating)_B2",,"3 Rate (E&W, Heating)",Electric,_B,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.3147,0.3304,E&W,0.2216,0.2327,Heating,0.2021,0.2122,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_C","3 Rate (E&W, Heating)_C2",,"3 Rate (E&W, Heating)",Electric,_C,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.4399,0.4619,,Peak,0.3282,0.3446,E&W,0.2381,0.25,Heating,0.2191,0.2301,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_D","3 Rate (E&W, Heating)_D2",,"3 Rate (E&W, Heating)",Electric,_D,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.704,0.7392,,Peak,0.3368,0.3536,E&W,0.2367,0.2485,Heating,0.2128,0.2234,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_E","3 Rate (E&W, Heating)_E2",,"3 Rate (E&W, Heating)",Electric,_E,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6642,0.6974,,Peak,0.3084,0.3238,E&W,0.2234,0.2346,Heating,0.2056,0.2159,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_F","3 Rate (E&W, Heating)_F2",,"3 Rate (E&W, Heating)",Electric,_F,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.7492,0.7867,,Peak,0.299,0.314,E&W,0.2168,0.2276,Heating,0.2003,0.2103,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_G","3 Rate (E&W, Heating)_G2",,"3 Rate (E&W, Heating)",Electric,_G,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5477,0.5751,,Peak,0.3425,0.3596,E&W,0.2263,0.2376,Heating,0.2071,0.2175,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_P","3 Rate (E&W, Heating)_P2",,"3 Rate (E&W, Heating)",Electric,_P,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.3303,0.3468,E&W,0.2389,0.2508,Heating,0.208,0.2184,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_N","3 Rate (E&W, Heating)_N2",,"3 Rate (E&W, Heating)",Electric,_N,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.3155,0.3313,E&W,0.2258,0.2371,Heating,0.2027,0.2128,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_J","3 Rate (E&W, Heating)_J2",,"3 Rate (E&W, Heating)",Electric,_J,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6101,0.6406,,Peak,0.3479,0.3653,E&W,0.2289,0.2403,Heating,0.2083,0.2187,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_H","3 Rate (E&W, Heating)_H2",,"3 Rate (E&W, Heating)",Electric,_H,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.3206,0.3366,E&W,0.2308,0.2423,Heating,0.2097,0.2202,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_K","3 Rate (E&W, Heating)_K2",,"3 Rate (E&W, Heating)",Electric,_K,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6678,0.7012,,Peak,0.3299,0.3464,E&W,0.2276,0.239,Heating,0.2053,0.2156,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_L","3 Rate (E&W, Heating)_L2",,"3 Rate (E&W, Heating)",Electric,_L,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.7122,0.7478,,Peak,0.3308,0.3473,E&W,0.2235,0.2347,Heating,0.201,0.2111,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_M","3 Rate (E&W, Heating)_M2",,"3 Rate (E&W, Heating)",Electric,_M,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.711,0.7466,,Peak,0.2922,0.3068,E&W,0.2229,0.234,Heating,0.2074,0.2178,,,,,Live Run SVT On Demand
2,4 Rate_A,4 Rate_A2,,4 Rate,Electric,_A,,4 Rate,,,On Demand,Standing Charge,0.5397,0.5667,,Peak,0.3499,0.3674,Off peak ,0.2018,0.2119,E&W,0.2519,0.2645,Heating,0.2061,0.2164,,Live Run SVT On Demand
2,4 Rate_B,4 Rate_B2,,4 Rate,Electric,_B,,4 Rate,,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.3131,0.3288,Off peak ,0.1961,0.2059,E&W,0.2416,0.2537,Heating,0.202,0.2121,,Live Run SVT On Demand
2,4 Rate_C,4 Rate_C2,,4 Rate,Electric,_C,,4 Rate,,,On Demand,Standing Charge,0.4399,0.4619,,Peak,0.3346,0.3513,Off peak ,0.21,0.2205,E&W,0.2542,0.2669,Heating,0.2183,0.2292,,Live Run SVT On Demand
2,4 Rate_D,4 Rate_D2,,4 Rate,Electric,_D,,4 Rate,,,On Demand,Standing Charge,0.704,0.7392,,Peak,0.3376,0.3545,Off peak ,0.2062,0.2165,E&W,0.254,0.2667,Heating,0.2138,0.2245,,Live Run SVT On Demand
2,4 Rate_E,4 Rate_E2,,4 Rate,Electric,_E,,4 Rate,,,On Demand,Standing Charge,0.6642,0.6974,,Peak,0.3046,0.3198,Off peak ,0.2013,0.2114,E&W,0.2421,0.2542,Heating,0.2059,0.2162,,Live Run SVT On Demand
2,4 Rate_F,4 Rate_F2,,4 Rate,Electric,_F,,4 Rate,,,On Demand,Standing Charge,0.7492,0.7867,,Peak,0.2957,0.3105,Off peak ,0.1957,0.2055,E&W,0.2385,0.2504,Heating,0.1986,0.2085,,Live Run SVT On Demand
2,4 Rate_G,4 Rate_G2,,4 Rate,Electric,_G,,4 Rate,,,On Demand,Standing Charge,0.5477,0.5751,,Peak,0.3318,0.3484,Off peak ,0.2021,0.2122,E&W,0.2509,0.2634,Heating,0.2104,0.2209,,Live Run SVT On Demand
2,4 Rate_P,4 Rate_P2,,4 Rate,Electric,_P,,4 Rate,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.3178,0.3337,Off peak ,0.2072,0.2176,E&W,0.2607,0.2737,Heating,0.2105,0.221,,Live Run SVT On Demand
2,4 Rate_N,4 Rate_N2,,4 Rate,Electric,_N,,4 Rate,,,On Demand,Standing Charge,0.6676,0.701,,Peak,0.3078,0.3232,Off peak ,0.1981,0.208,E&W,0.2492,0.2617,Heating,0.2034,0.2136,,Live Run SVT On Demand
2,4 Rate_J,4 Rate_J2,,4 Rate,Electric,_J,,4 Rate,,,On Demand,Standing Charge,0.6101,0.6406,,Peak,0.3474,0.3648,Off peak ,0.2532,0.2659,E&W,0.2164,0.2272,Heating,0.1946,0.2043,,Live Run SVT On Demand
2,4 Rate_H,4 Rate_H2,,4 Rate,Electric,_H,,4 Rate,,,On Demand,Standing Charge,0.6747,0.7084,,Peak,0.3231,0.3393,Off peak ,0.2024,0.2125,E&W,0.2516,0.2642,Heating,0.2075,0.2179,,Live Run SVT On Demand
2,4 Rate_K,4 Rate_K2,,4 Rate,Electric,_K,,4 Rate,,,On Demand,Standing Charge,0.6678,0.7012,,Peak,0.3198,0.3358,Off peak ,0.2003,0.2103,E&W,0.2528,0.2654,Heating,0.2073,0.2177,,Live Run SVT On Demand
2,4 Rate_L,4 Rate_L2,,4 Rate,Electric,_L,,4 Rate,,,On Demand,Standing Charge,0.7122,0.7478,,Peak,0.3207,0.3367,Off peak ,0.2009,0.2109,E&W,0.2441,0.2563,Heating,0.2027,0.2128,,Live Run SVT On Demand
2,4 Rate_M,4 Rate_M2,,4 Rate,Electric,_M,,4 Rate,,,On Demand,Standing Charge,0.711,0.7466,,Peak,0.2937,0.3084,Off peak ,0.2023,0.2124,E&W,0.2418,0.2539,Heating,0.204,0.2142,,Live Run SVT On Demand
2,Economy & Heating Load_P,Economy & Heating Load_P2,,Economy & Heating Load,Electric,_P,,Economy & Heating Load,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.3028,0.3179,Off peak ,0.212,0.2226,Heating,0.2592,0.2722,,,,,Live Run SVT On Demand
2,Heatwise 2 Rate_B,Heatwise 2 Rate_B2,,Heatwise 2 Rate,Electric,_B,,Heatwise 2 Rate,,,On Demand,Standing Charge,0.5985,0.6284,,Peak,0.2612,0.2743,Off peak ,0.1961,0.2059,,,,,,,,Live Run SVT On Demand
2,Heatwise 3 Rate_B,Heatwise 3 Rate_B2,,Heatwise 3 Rate,Electric,_B,,Heatwise 3 Rate,,,On Demand,Standing Charge,0.5985,0.6284,,Anytime,0.2638,0.277,Peak Unit Price,0.271,0.2846,Off peak ,0.2053,0.2156,,,,,Live Run SVT On Demand
2,Region Specific_P,Region Specific_P2,,Region Specific,Electric,_P,,Region Specific,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.278,0.2919,Off peak ,0.1987,0.2086,,,,,,,,
4,Standard_A,Standard_A4,,Standard,Gas,_A,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0627,0.0658,,,,,,,,,,,Live Run SVT On Demand
4,Standard_B,Standard_B4,,Standard,Gas,_B,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.062,0.0651,,,,,,,,,,,Live Run SVT On Demand
4,Standard_C,Standard_C4,,Standard,Gas,_C,,Standard,,,On Demand,Standing Charge,0.3457,0.363,,Anytime,0.0642,0.0674,,,,,,,,,,,Live Run SVT On Demand
4,Standard_D,Standard_D4,,Standard,Gas,_D,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0632,0.0664,,,,,,,,,,,Live Run SVT On Demand
4,Standard_E,Standard_E4,,Standard,Gas,_E,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0631,0.0663,,,,,,,,,,,Live Run SVT On Demand
4,Standard_F,Standard_F4,,Standard,Gas,_F,,Standard,,,On Demand,Standing Charge,0.3457,0.363,,Anytime,0.0633,0.0665,,,,,,,,,,,Live Run SVT On Demand
4,Standard_G,Standard_G4,,Standard,Gas,_G,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0627,0.0658,,,,,,,,,,,Live Run SVT On Demand
4,Standard_P,Standard_P4,,Standard,Gas,_P,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0626,0.0657,,,,,,,,,,,Live Run SVT On Demand
4,Standard_N,Standard_N4,,Standard,Gas,_N,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0626,0.0657,,,,,,,,,,,Live Run SVT On Demand
4,Standard_J,Standard_J4,,Standard,Gas,_J,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0628,0.0659,,,,,,,,,,,Live Run SVT On Demand
4,Standard_H,Standard_H4,,Standard,Gas,_H,,Standard,,,On Demand,Standing Charge,0.3457,0.363,,Anytime,0.0643,0.0675,,,,,,,,,,,Live Run SVT On Demand
4,Standard_K,Standard_K4,,Standard,Gas,_K,,Standard,,,On Demand,Standing Charge,0.3456,0.3629,,Anytime,0.0656,0.0689,,,,,,,,,,,Live Run SVT On Demand
4,Standard_L,Standard_L4,,Standard,Gas,_L,,Standard,,,On Demand,Standing Charge,0.3456,0.3629,,Anytime,0.0663,0.0696,,,,,,,,,,,Live Run SVT On Demand
4,Standard_M,Standard_M4,,Standard,Gas,_M,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0632,0.0664,,,,,,,,,,,Live Run SVT On Demand
5,Standard_A,Standard_A5,,Standard,Electric,_A,,Standard,,,Prepayment,Standing Charge,0.4841,0.5083,,Anytime,0.2357,0.2475,,,,,,,,,,,Live Run SVT PAYG
5,Standard_B,Standard_B5,,Standard,Electric,_B,,Standard,,,Prepayment,Standing Charge,0.5418,0.5689,,Anytime,0.2218,0.2329,,,,,,,,,,,Live Run SVT PAYG
5,Standard_C,Standard_C5,,Standard,Electric,_C,,Standard,,,Prepayment,Standing Charge,0.3958,0.4156,,Anytime,0.2402,0.2522,,,,,,,,,,,Live Run SVT PAYG
5,Standard_D,Standard_D5,,Standard,Electric,_D,,Standard,,,Prepayment,Standing Charge,0.6464,0.6787,,Anytime,0.2374,0.2493,,,,,,,,,,,Live Run SVT PAYG
5,Standard_E,Standard_E5,,Standard,Electric,_E,,Standard,,,Prepayment,Standing Charge,0.6057,0.636,,Anytime,0.2225,0.2336,,,,,,,,,,,Live Run SVT PAYG
5,Standard_F,Standard_F5,,Standard,Electric,_F,,Standard,,,Prepayment,Standing Charge,0.6865,0.7208,,Anytime,0.2161,0.2269,,,,,,,,,,,Live Run SVT PAYG
5,Standard_G,Standard_G5,,Standard,Electric,_G,,Standard,,,Prepayment,Standing Charge,0.4955,0.5203,,Anytime,0.2336,0.2453,,,,,,,,,,,Live Run SVT PAYG
5,Standard_P,Standard_P5,,Standard,Electric,_P,,Standard,,,Prepayment,Standing Charge,0.5901,0.6196,,Anytime,0.2329,0.2445,,,,,,,,,,,Live Run SVT PAYG
5,Standard_N,Standard_N5,,Standard,Electric,_N,,Standard,,,Prepayment,Standing Charge,0.611,0.6416,,Anytime,0.2237,0.2349,,,,,,,,,,,Live Run SVT PAYG
5,Standard_J,Standard_J5,,Standard,Electric,_J,,Standard,,,Prepayment,Standing Charge,0.5507,0.5782,,Anytime,0.2359,0.2477,,,,,,,,,,,Live Run SVT PAYG
5,Standard_H,Standard_H5,,Standard,Electric,_H,,Standard,,,Prepayment,Standing Charge,0.612,0.6426,,Anytime,0.23,0.2415,,,,,,,,,,,Live Run SVT PAYG
5,Standard_K,Standard_K5,,Standard,Electric,_K,,Standard,,,Prepayment,Standing Charge,0.6104,0.6409,,Anytime,0.2288,0.2402,,,,,,,,,,,Live Run SVT PAYG
5,Standard_L,Standard_L5,,Standard,Electric,_L,,Standard,,,Prepayment,Standing Charge,0.6486,0.681,,Anytime,0.2258,0.2371,,,,,,,,,,,Live Run SVT PAYG
